"household_id","n_parcelles","n_parcelles_valides","superficie_totale_ha"
79095,4,3,1.583414
79096,4,3,1.168383008
79097,2,2,2.202539001
79098,3,3,0.19853
79099,3,3,0.545466002
79101,3,3,0.49986
79102,4,4,0.271203998
79104,2,2,0.139076001
79105,4,3,0.40983601
79106,4,4,0.280679999
79107,5,4,0.392459996
79108,3,3,0.731789
79109,3,3,1.14725
79110,3,3,1.08178999
79111,3,3,1.06063001
79112,4,3,0.706219999
79113,5,4,2.43328003
79114,4,3,0.57296001
79116,5,4,0.504536
79117,5,4,0.682285989
79119,5,4,0.546799998
79120,5,4,0.339735998
79121,2,2,1.31871001
79122,2,2,0.99967002
79123,2,2,0.47545
79124,2,2,1.45423003
79125,2,2,0.62367001
79127,2,2,3.775
79128,2,2,0.72707002
79129,2,2,0.78988001
79131,2,2,1.28445
79132,2,2,1.51201001
79133,4,3,1.60452002
79134,3,3,0.65034
79136,3,2,0.46013598
79137,3,2,0.95823999
79138,3,2,0.5769
79139,3,2,0.65504
79140,1,1,0.50541001
79141,3,3,0.69729
79142,2,2,0.182789999
79143,3,3,0.74568
80011,3,0,NA
80012,2,0,NA
80013,3,0,NA
80014,3,0,NA
80015,2,0,NA
80016,4,0,NA
80017,2,0,NA
80018,3,0,NA
80019,2,0,NA
80020,3,0,NA
80091,2,0,NA
80092,2,0,NA
80095,2,0,NA
80097,2,0,NA
80098,3,0,NA
80099,1,0,NA
80100,3,0,NA
80101,3,2,0.378332
80102,6,5,4.13688999
80103,4,3,1.79834004
80104,7,3,1.01809999
80105,3,2,0.99405002
80106,3,2,1.35358003
80107,11,4,3.01954001
80108,3,2,1.02809001
80109,6,5,1.284030981
80110,4,3,2.22420299
89001,1,0,NA
89003,2,0,NA
89005,6,4,3.85891001
89006,1,0,NA
89007,2,1,2.1129
89009,1,1,0.55332998
89015,2,2,0.118510998
89016,8,3,0.240182999
89017,1,0,NA
89020,2,0,NA
89021,1,0,NA
89022,3,0,NA
89023,2,0,NA
89024,2,0,NA
89028,2,0,NA
90002,1,0,NA
90007,7,2,0.043746999
90021,2,2,0.192388003
90022,1,1,1.025
90025,3,2,0.47001
90027,3,3,2.72936
90028,3,1,0.83447998
90029,1,1,0.057314001
90041,2,2,0.29380299
90043,2,2,0.387818001
90044,3,3,0.617165002
90047,2,2,0.276320001
90048,3,3,0.20153
90091,3,3,0.380795997
90092,4,4,1.347813998
90093,4,4,0.421007009
90094,2,2,0.305785002
90095,3,3,0.285221
90096,4,4,0.346985997
90097,3,3,1.4519
90099,2,2,0.84749001
90100,4,4,0.88096001
99001,2,2,0.261078003
99002,1,1,0.018999001
99003,3,3,0.68463
99004,2,2,0.407638
99005,4,4,0.544069994
99006,2,2,0.292291992
99008,2,1,0.10125
99009,2,2,0.600062018
99010,2,2,0.355378001
99011,2,2,0.070232
99013,1,0,NA
99021,1,0,NA
99023,1,0,NA
99037,2,0,NA
99038,1,1,0.13921
99040,4,3,2.255741
99041,1,1,0.56638
99043,5,4,5.08075999
99044,1,1,0.22788999
99045,1,1,0.40108999
99046,1,1,0.085484998
99048,1,1,0.64082002
99051,5,2,0.338827999
99052,4,0,NA
99053,2,1,0.88787002
99054,1,1,0.24557
99055,2,1,0.4815
99056,3,1,0.10754
99057,3,2,0.69625
99058,4,2,0.352240001
99059,3,3,0.731716011
99061,2,2,0.207151
99062,3,2,0.44296
99064,2,1,0.15869
99065,1,0,NA
99066,1,1,0.12498
99068,5,3,0.54579001
99070,1,1,0.21834
99071,1,1,0.16841
99072,4,2,0.098599
99074,3,1,0.089065002
99075,2,1,0.36283999
99077,3,2,0.4828
99079,3,1,0.088565002
99080,3,2,0.089179001
99081,4,3,0.59913199
99082,3,2,0.413999
99083,4,1,0.17854
99088,1,1,0.031927
99094,3,2,0.19446
99096,2,2,0.71758999
99098,2,2,0.37145
100031,2,2,0.91805998
100032,2,1,0.23878
100033,1,1,0.31848999
100034,4,2,1.08373999
100035,2,0,NA
100036,1,1,0.19326
100037,1,1,0.087109
100038,2,2,0.49761999
100039,3,3,0.193483002
100040,2,2,0.45781999
100117,2,0,NA
100120,2,1,0.014362
100131,1,0,NA
100133,1,0,NA
100134,1,0,NA
109002,1,1,0.029570001
109005,2,2,0.34072001
109006,2,1,0.038001001
109007,1,1,1.2189
109009,2,2,1.64643
109011,2,2,2.71202998
109012,2,2,0.68367
109013,1,1,0.25102
109014,3,2,0.45379
109017,2,1,0.34442
109018,2,2,0.94168999
109019,2,2,0.61082
109020,2,2,0.529890979
109021,2,2,1.73527002
109022,1,1,1.7096
109023,2,2,1.52067002
109026,1,1,0.56381001
109030,1,0,NA
109031,1,0,NA
109032,1,1,0.22683
109037,2,1,0.42692998
109038,2,2,0.78653
109040,1,1,0.11248
109042,1,1,0.51856001
109043,1,1,0.070382001
109046,1,1,0.044219
109047,1,1,0.81957998
109048,1,1,0.29291001
109049,3,3,1.49613003
109052,1,1,0.29093
109053,2,1,1.090708
109054,1,1,0.59487002
109055,2,2,2.49421001
109056,2,2,0.411169013
109057,1,1,0.30792
109058,1,1,0.5682
109059,1,1,0.26783
109060,2,0,NA
109061,1,1,0.018447
109062,1,1,0.070508002
109064,2,2,0.97328
109065,2,0,NA
109066,1,0,NA
109067,2,2,0.83468003
109068,1,1,0.33131
109069,1,1,0.43957002
109071,1,1,0.69535
109073,2,1,0.079734
109076,1,1,0.65427002
109077,2,0,NA
109078,1,0,NA
109080,3,2,0.294224988
109081,2,1,0.18445
109082,3,3,1.30952998
109083,3,2,0.290951998
109085,3,1,0.65672798
109086,2,2,0.46256999
109087,3,3,0.73436999
109088,4,4,0.683440008
109091,3,3,0.215657999
109092,2,2,0.79664001
109093,1,1,0.23443999
109095,1,1,0.029147
109108,2,2,0.146344
109110,2,2,0.2316
109115,1,0,NA
109118,1,0,NA
109119,1,1,0.071816998
109122,1,1,1.6743
109123,2,2,0.74467001
109127,2,0,NA
109128,3,3,0.276994999
109129,2,0,NA
109156,1,1,2.12211
109157,1,1,0.20205
109169,5,4,0.486029999
109170,1,0,NA
109173,1,0,NA
109176,1,0,NA
110021,4,4,0.347918998
110022,1,1,0.12294
110023,2,2,0.152301999
110024,4,3,0.144017001
110025,2,2,0.207901002
110026,1,1,0.092981
110027,1,1,0.12204
110028,2,2,0.096680999
110029,4,3,0.342192
110030,2,2,0.266593999
110081,3,3,0.122056003
110082,3,3,0.344729999
110083,2,2,0.182274999
110084,1,0,NA
110085,5,5,0.677279999
110086,3,3,0.437379001
110087,3,3,0.49914
110088,3,2,0.25582
110089,4,3,0.247102
110090,4,3,0.91168
110111,2,2,0.067519
110112,4,3,0.170824002
110113,3,3,0.24619
110114,2,2,0.072764
110115,3,3,0.168941
110116,3,3,0.151343998
110117,3,2,0.1847
110118,4,3,0.143173996
110119,3,3,0.092059
110120,5,4,0.066446999
110121,2,1,0.16635
110122,2,0,NA
110123,6,5,0.774569999
110124,1,1,0.063921002
110125,1,1,0.083106
110126,1,1,0.14459
110127,3,3,0.911938
110128,3,3,0.94887001
110129,4,3,1.19825
110130,3,2,0.287961
110131,3,3,0.219647998
110132,3,3,1.08420001
110133,2,2,0.199776998
110134,2,2,0.324179001
110135,2,2,0.260481009
110136,2,2,0.54218
110137,2,2,0.119646997
110138,3,3,2.12370996
110139,2,2,1.15458
110140,3,3,0.67501001
119001,3,3,0.47923
119002,2,2,0.214427999
119003,3,2,0.19195
119005,4,3,0.293115999
119006,3,3,0.400478
119008,2,2,0.129687003
119009,2,2,0.18808
119010,4,3,0.41598
119011,4,3,0.328329001
119012,4,3,0.205875
119013,3,3,0.46781399
119014,4,1,0.1387
119015,2,2,0.66832999
119016,1,1,0.049272
119017,2,2,0.23081
119019,3,3,0.110839
119020,1,1,0.083275
119021,4,4,0.385460003
119022,1,1,0.11351
119023,3,3,0.267950998
119025,3,3,0.350055
119026,4,4,0.332849
119027,3,2,0.217196997
119028,2,2,0.033480001
119029,3,3,0.218276999
119030,2,2,0.230456001
119031,4,2,0.4585
119032,3,3,0.66563
119033,3,2,0.279702011
119034,2,2,0.487159
119035,2,1,0.028960001
119036,3,2,0.084570999
119037,4,2,0.118483998
119038,1,1,0.025284
119040,3,2,0.201284001
119041,2,2,0.51283699
119043,3,3,0.119772001
119044,2,2,0.086842999
119045,2,2,0.170027999
119046,3,3,0.157845001
119047,3,3,0.173390997
119048,2,2,0.71433
119049,3,3,1.16765
119050,4,2,0.22727
119052,3,3,0.454100999
119053,2,2,0.796242
119054,3,3,0.338051
119055,1,1,0.040664999
119057,4,4,0.564708002
119058,4,4,1.08621
120001,3,2,0.32001099
120002,1,0,NA
120004,1,1,0.02885
120005,2,2,0.104301999
120006,3,0,NA
120007,1,0,NA
120010,3,1,0.0048369999
120041,3,3,1.219349003
120042,2,2,0.200586
120043,3,3,0.415246
120044,3,2,0.154501001
120045,2,1,0.045479001
120046,2,2,0.079225
120047,2,2,0.481724
120048,1,1,0.147283
120049,1,1,0.358872
120050,3,2,0.37456899
120051,4,4,1.45837
120052,4,4,1.147857001
120053,3,3,0.684178
120054,2,2,0.40570999
120055,3,3,0.158884
120056,6,3,0.150679998
120057,5,3,0.162670996
120058,6,4,1.02848
120059,4,4,0.64531201
120060,2,2,1.39363999
120091,2,2,0.47536001
120093,3,3,1.14970001
120094,2,2,0.40799
120099,2,2,0.38852001
120100,2,2,0.55426999
129001,1,0,NA
129002,2,2,0.38073399
129003,2,2,1.73191001
129006,4,4,0.582912998
129009,1,0,NA
129010,2,1,0.036642001
129011,1,0,NA
129014,1,1,0.090566998
129017,1,1,0.074833002
129020,1,0,NA
129021,3,3,0.691676009
129023,2,0,NA
129025,2,2,0.149066
129026,1,1,0.021964
129027,3,2,0.252540002
129028,9,9,0.412964998
129029,2,2,0.325701
129030,2,2,0.193976002
129031,4,4,0.357004
129032,8,8,2.71969999
129033,2,0,NA
129034,5,5,0.451360999
129038,3,2,0.055183002
129039,3,2,0.348797998
129040,5,3,0.238016997
129041,3,3,0.274922001
129042,3,2,0.134180002
129043,4,4,0.93655999
129044,9,9,4.471862977
129046,4,4,0.777820002
129047,1,1,0.021058
129048,4,3,0.50734401
129050,2,2,0.035739
129051,4,3,0.117079998
129052,2,1,0.015785001
129053,2,1,0.258078
129054,5,4,1.51852002
129055,4,3,0.294486
129056,1,1,0.090007001
129057,2,2,0.182885997
129060,2,2,0.142167999
129061,2,0,NA
129064,1,1,0.17895
129068,1,0,NA
129072,3,3,0.43
129073,3,1,0.50452402
129077,2,2,0.28699001
129079,3,1,0.130409
129080,1,1,0.23622
129083,1,1,0.12217
129088,1,0,NA
129094,2,0,NA
129096,1,0,NA
129098,1,0,NA
129099,1,0,NA
129101,2,0,NA
129106,1,1,0.10877
129108,2,0,NA
129109,1,0,NA
129110,1,0,NA
129112,1,0,NA
129117,1,0,NA
129122,2,1,0.32783999
129124,1,0,NA
129127,1,1,0.56995
129128,1,1,0.9066
129131,4,2,0.78686999
129136,3,3,1.60529
129137,2,2,1.13683
129141,1,1,0.19927
129142,2,2,1.56852998
129143,1,1,0.46842998
129145,4,4,2.34597002
129146,3,2,0.41867001
129147,4,3,5.65306
129152,1,0,NA
129154,2,2,0.83086999
129156,1,1,1.0212
129168,2,2,0.168037001
129176,1,0,NA
129180,2,1,0.2452
129182,1,1,0.28713
130021,3,2,0.46751001
130023,1,0,NA
130025,5,4,2.560398002
130026,2,1,0.094484003
130027,2,2,0.206327998
130029,2,1,0.40236001
130032,2,0,NA
130033,2,1,0.059341998
130034,3,0,NA
130038,2,0,NA
130051,2,2,1.80405
130052,2,2,0.37878001
130053,1,1,1.45672
130054,1,1,0.95345
130055,2,1,1.86476
130056,2,1,0.2877
130057,2,1,1.68436
130059,2,1,1.86546
130060,1,1,0.15721
139010,1,0,NA
139011,1,0,NA
139012,1,0,NA
139013,4,3,0.66568899
139015,3,1,0.34367
139018,1,0,NA
139020,1,0,NA
139021,3,2,0.64038
139022,3,2,1.84223
139023,1,0,NA
139024,1,1,0.25301001
139025,2,2,0.44028
139026,1,1,0.23846001
139029,1,1,0.45003999
139030,2,2,0.3242
139031,1,1,0.41717998
139033,2,2,0.40802
139034,2,2,1.44415
139035,1,1,0.76927002
139036,2,2,0.33746001
139037,1,1,0.26618
139038,3,3,1.33964998
139039,1,0,NA
139041,1,1,0.029666
139043,1,1,0.69288999
139046,2,2,1.59483999
139047,1,1,0.22952
139048,2,2,0.23836
139049,1,1,0.33153999
139050,1,0,NA
139052,1,1,0.58935
139053,1,0,NA
139054,2,2,1.20731997
139055,2,2,0.475711987
139057,1,1,0.027294
139058,1,1,1.1265
139061,1,1,0.19066
139062,2,2,0.37663
139063,1,1,0.37716001
139068,2,2,1.46808999
139069,1,1,0.16136
139070,1,1,0.084098999
139071,1,1,0.16304
139072,1,1,0.61325
139073,1,1,1.2407
139074,1,1,0.27908999
139075,2,1,0.23583999
139078,3,2,0.28536
139079,1,1,0.63953999
139082,1,1,0.28663
139083,1,0,NA
139086,4,3,0.48007
139089,2,1,1.7377
139090,1,1,0.15963
139092,1,0,NA
139093,2,0,NA
139095,1,1,0.32258999
139096,3,1,0.25556001
139098,4,3,0.429238003
139099,2,1,0.18286
139102,3,2,0.53066999
139103,3,2,0.4891
139104,4,4,0.264866998
139105,1,1,0.11212
139106,1,1,0.69341001
139107,1,1,0.069884003
139112,1,1,0.15788
139113,1,1,0.10676
139114,1,1,0.15947
139116,3,2,1.25371997
139119,3,2,1.07909002
139121,5,4,1.96313995
139123,3,3,1.65829003
139124,3,3,0.853
139125,2,2,1.14630005
139127,1,1,0.56206001
139130,1,1,2.9173
139144,1,1,0.53972998
139148,1,0,NA
139150,3,2,1.18897002
139151,1,0,NA
139152,2,1,0.16271
139153,3,2,0.45105
139155,1,0,NA
139156,1,0,NA
140001,5,2,0.1042809979
140003,4,3,0.523796
140004,5,2,0.31394
140006,3,0,NA
140007,4,1,0.0083519997
140009,3,2,0.26201
140010,2,2,0.012518
140023,4,4,0.158379
140024,1,1,0.058215002
140025,2,2,0.033340001
140026,3,2,0.029061
140027,2,2,0.045656001
140030,4,4,0.1478349986
140062,1,1,0.034616
140063,2,2,0.190391
140065,4,4,0.145858999
140066,4,3,0.101688999
140067,2,2,0.30957
140068,1,1,0.032621
140069,3,3,0.183111998
140070,2,2,0.138765002
140072,4,3,0.117430998
140073,2,0,NA
140074,2,2,0.047071
140075,1,1,0.027203
140076,1,1,0.037896
140078,2,2,0.1719619999
140079,2,2,0.159373999
140080,2,2,0.034604001
140082,1,1,0.016621001
140083,2,2,0.0181449999
140084,4,3,0.72658
140085,2,2,0.069685001
140086,4,2,0.1047130002
140087,2,2,0.116178
140089,5,3,0.0502669999
140090,7,4,0.237291001
140121,2,2,0.049479001
140122,3,1,0.024642999
140123,3,1,0.0096
140124,2,2,0.096077002
140125,2,1,0.0066440002
140126,3,3,0.109570999
140127,3,1,0.015306
140129,1,1,0.027332999
140130,2,0,NA
149001,1,0,NA
149002,1,1,0.039444
149006,1,0,NA
149007,1,1,0.011663
149008,2,2,0.06675
149011,3,3,0.238512001
149012,1,1,0.052610999
149013,6,5,0.451892998
149015,4,4,0.417579999
149016,5,4,0.251587998
149017,4,3,0.218031999
149018,5,4,0.257903998
149019,5,4,0.153803999
149020,5,4,0.370243
149021,5,4,0.541034993
149022,4,4,0.391484997
149023,5,5,0.541715001
149025,1,0,NA
149026,3,1,0.050853
149028,5,0,NA
149030,3,1,0.094779999
149031,3,1,0.24628999
149032,5,1,0.29873
149033,2,1,0.020967
149034,2,1,0.013453
149036,4,1,0.0030780001
149037,1,0,NA
149038,3,2,0.087371003
149040,1,0,NA
149047,1,1,0.087738
149049,2,2,0.82507002
149051,3,2,1.05032998
149054,3,2,0.192665001
149055,3,3,1.49557002
149056,4,3,0.67918
149057,1,0,NA
149059,2,2,0.126985001
149060,1,0,NA
149061,1,0,NA
149062,3,2,0.062399001
149072,1,1,0.35563
149074,1,1,0.017406
149076,3,3,0.235092002
149077,3,0,NA
149083,2,2,0.100551004
149085,2,2,0.46928
149086,2,1,0.15119
149087,2,2,0.163330001
149088,3,2,0.710188019
149089,4,2,0.0364
149090,3,3,0.575988999
149091,1,1,0.086065997
149093,1,1,0.043785999
149094,2,2,0.31948
149096,3,3,0.200118
149098,2,2,0.191846001
149099,3,3,0.38191801
149101,2,2,0.024681
149102,4,2,0.54030001
149103,2,0,NA
149105,2,2,0.48845
149107,4,1,0.35902
149108,1,1,0.22206001
149109,3,2,1.68886001
149110,3,2,0.36216999
149111,2,2,0.87877998
149112,2,2,0.159270001
149114,3,2,0.827222022
149115,1,1,0.19963
149119,3,2,1.42697
149120,4,2,0.98831996
149122,3,2,0.0610949989
149123,5,5,0.0942079999
149125,4,3,0.045612
149126,3,3,0.155041
149127,5,5,0.085744
149128,3,2,0.070847
149129,2,1,0.0061060001
149130,2,2,0.02862
149132,5,1,0.013328
149133,5,3,0.206327002
149134,4,3,3.42909004
149135,3,3,0.67805
149136,3,3,1.52515
149138,5,4,1.60254
149139,4,4,0.493189
149140,6,6,1.949562003
149142,3,3,1.24931999
149143,5,5,2.21023699
149155,2,2,0.0178210001
149162,2,2,1.32708
150001,1,1,0.40071001
150002,3,1,0.43981001
150003,2,2,0.97152998
150004,2,2,3.8953
150005,2,2,0.144436005
150007,1,1,0.48907998
150008,1,0,NA
150010,1,0,NA
150012,5,3,4.53577998
150013,2,2,1.53493999
150014,2,2,1.32145
150015,4,3,1.87645002
150016,2,2,1.01757002
150017,3,2,1.96133999
150018,2,2,0.97143999
150019,3,3,2.82101998
150020,2,2,2.3529
150021,2,2,6.3796
150022,3,3,3.00374
150023,1,1,0.34806001
150024,2,2,0.67673
150025,3,3,1.49518999
150026,2,2,1.33200002
150027,3,1,0.26973
150028,3,3,1.58536999
150029,2,2,0.56471
150030,2,2,0.78310999
150061,1,0,NA
150062,1,1,0.4426
150063,2,2,2.02242002
150064,3,3,7.20975
150065,2,2,1.52733
150066,3,3,1.88425003
150067,2,2,1.54177002
150068,2,2,1.87928999
150069,3,3,2.22131001
150070,2,2,1.29076004
150071,5,2,0.163736999
150077,1,0,NA
150078,1,0,NA
150079,2,1,0.78183999
150080,1,0,NA
159001,2,2,1.36132002
159002,2,2,0.95261001
159003,3,3,2.44402002
159004,2,2,1.67647002
159005,2,2,0.74465
159006,3,3,1.69943003
159007,2,2,0.86779001
159010,2,2,0.96177
159011,1,1,0.21191001
159012,4,3,2.60648001
159013,3,3,2.34091001
159014,2,2,1.56311001
159015,3,3,2.18095996
159016,3,3,2.11220005
159017,3,3,1.55151
159018,3,3,2.11737998
159019,3,3,0.973136987
159021,3,3,5.36752998
159022,3,3,4.84311001
159023,3,3,3.59535
159025,2,2,2.9612
159026,2,2,0.81154002
159027,2,2,1.49861001
159028,1,1,0.085995001
159029,1,1,0.15948
159032,2,2,2.4919
159033,3,3,2.30037998
159034,3,3,2.91024995
159035,1,1,1.488
159036,1,0,NA
159037,1,1,0.68811001
159038,1,1,0.76337998
159040,1,0,NA
159042,1,0,NA
159043,1,0,NA
159049,2,1,1.4563
159050,1,1,1.671
159053,2,2,1.20488999
159055,1,1,0.44641001
159056,1,1,1.4013
159057,2,1,1.3303
159059,2,0,NA
159060,1,0,NA
159065,3,3,2.60072001
159068,2,1,0.74188999
159072,2,2,1.19718003
159073,1,1,0.89875
159074,2,2,1.96167998
159076,2,2,0.7965
159078,3,3,1.53129996
159079,1,1,0.9433
159081,2,2,2.12593999
159082,3,3,2.86269995
159083,2,2,2.14407998
159084,1,1,0.76881001
159085,4,4,2.65961001
159086,3,3,3.9459
159087,3,3,1.62851998
159088,3,3,2.48298
159089,2,2,1.53163999
159090,2,2,1.23897002
159093,5,1,0.335
159094,7,4,6.08495
159095,2,1,0.94500996
159096,3,3,6.3722
159097,3,3,1.34553003
159098,2,2,1.38160996
159099,3,3,4.78934
159100,3,3,0.77129999
159101,3,3,2.40117002
159102,2,2,0.984
159105,2,2,1.01926999
159106,3,3,2.14508003
159107,2,2,3.25897002
159111,3,3,3.92502998
159112,2,0,NA
159119,1,1,2.7325
160001,1,0,NA
160003,1,1,0.002866
160006,2,1,0.097015002
160008,2,1,0.042342
160009,1,1,0.030653
160010,5,3,0.092410001
160017,5,4,0.113167998
160018,3,2,0.133057001
160019,4,3,0.064906
160024,4,3,0.119556998
160025,3,2,0.080085999
160032,3,2,0.092729996
160035,3,1,0.10984
160036,4,3,0.087258
160041,2,2,0.0292080002
160051,3,2,0.0657490032
160053,3,1,0.075708002
160054,4,2,0.111404003
160055,6,3,0.1091169987
160056,2,2,0.0895160027
160057,6,1,0.013223
160058,5,3,0.128371998
160059,2,1,0.0079230003
160060,2,2,0.042399
160144,7,5,0.1277619988
160145,6,2,0.096853998
160146,7,3,0.0349770011
160147,7,3,0.073956999
160148,2,0,NA
160149,2,0,NA
160150,11,7,0.1703030018
160151,6,5,0.127628999
160152,4,2,0.091109
160153,3,2,0.056706999
169001,3,2,0.135181998
169002,4,2,0.069997999
169003,3,2,0.0819749969
169004,3,2,0.233555997
169007,1,1,0.03825
169008,2,2,0.118760998
169009,3,2,0.39114
169010,3,2,0.090867999
169011,3,2,0.098025
169012,3,2,0.140341001
169013,5,2,0.0452939987
169014,2,2,0.054026
169016,8,3,0.0924680018
169017,2,2,0.113847
169018,5,1,0.036033
169020,4,2,0.0659700007
169021,7,3,0.543568999
169022,6,3,0.225351998
169024,3,2,0.177717999
169026,5,2,0.062564001
169027,3,2,0.085658001
169028,5,3,0.127186002
169030,4,3,0.0401909991
169033,4,3,0.161129999
169035,3,2,0.0707099967
169036,5,3,0.0622470002
169038,5,3,0.451239002
169040,5,1,0.052935999
169041,3,2,0.089624997
169042,4,3,0.173868997
169043,3,3,0.063433999
169044,4,1,0.043720001
169045,4,3,0.265397999
169046,4,2,0.130630002
169047,3,2,0.185247999
169048,5,2,0.145912003
169049,3,2,0.0238589998
169050,8,3,0.056517001
169051,8,3,0.121130999
169054,9,4,0.079785999
169056,7,2,0.092764002
169057,6,3,0.291763989
169058,5,3,0.094545
169059,5,3,0.233668002
169060,4,2,0.191616
169061,7,4,0.393408
169063,3,1,0.080187
169065,5,3,0.156027998
169066,3,2,0.157798999
169067,4,3,0.179434998
169068,4,3,0.152605997
169069,3,2,0.051274
169071,5,3,0.068306001
169072,5,3,0.19241
169073,8,1,0.10711
169075,4,2,0.044353001
169076,8,5,0.134088002
169077,5,2,0.057214998
169078,3,1,0.023171001
169079,3,1,0.022191
169080,8,3,0.050987
169083,5,3,0.072424
169084,4,2,0.066687002
169085,3,1,0.01857
169088,3,3,0.121446997
169089,5,2,0.0536309999
169091,2,0,NA
169092,3,2,0.0098470001
169095,2,1,0.02442
169096,3,2,0.056916001
169097,6,2,0.0495929987
169099,5,3,0.161427999
169101,1,1,0.020314
169103,7,3,0.239304997
169104,1,0,NA
169105,3,2,0.109745998
169106,2,1,0.042775
169107,4,2,0.047584999
169108,3,0,NA
169109,5,5,0.166259002
169111,3,1,0.048307001
169112,5,4,0.106378
169113,5,4,0.161240998
169114,6,4,0.146357999
169115,2,2,0.054469
169116,5,4,0.124250998
169117,3,2,0.047252
169119,6,4,0.110330002
169120,3,2,0.088961001
169121,6,3,0.99033001
169122,4,2,0.515696
169124,2,1,0.35368
169125,4,1,0.044706
169126,5,2,0.45317998
169127,2,1,0.026267001
169128,4,2,0.115628998
169129,3,2,0.083314999
169130,3,2,0.305379003
169131,4,3,0.257261998
169133,7,4,0.267191
169134,5,2,0.021816
169136,6,3,0.122413998
169137,8,3,0.51586
169138,7,2,0.076836001
169139,5,3,0.048855
169141,4,3,0.341249
169142,5,3,0.123129999
169144,5,2,0.125063
169149,1,0,NA
169150,1,0,NA
169153,3,0,NA
169156,1,0,NA
169160,4,3,0.2224110003
169166,6,4,0.279660002
169170,3,2,0.038669001
169171,3,2,0.056166998
169172,5,2,0.039471001
169179,3,0,NA
169181,1,0,NA
169202,4,2,0.177960999
170041,4,3,1.81719001
170042,2,2,1.88153
170043,3,2,1.98778999
170044,2,1,1.3251
170045,1,1,0.71285
170046,2,1,0.40249
170047,2,1,0.20704
170048,4,3,1.7005
170049,4,2,2.30345996
170050,3,2,1.13440999
170081,2,1,0.65678999
170082,2,1,1.0158
170083,2,1,0.81386001
170084,2,1,0.52948999
170085,3,2,1.73385
170087,3,2,1.3157
170088,7,6,4.05601
170089,4,3,1.67488997
170090,6,5,5.11960998
179001,4,2,2.75625
179002,5,3,5.44516001
179003,2,1,2.6442
179004,2,1,0.76206001
179005,2,1,0.55606001
179006,3,2,4.8155
179008,5,4,8.82788999
179010,2,1,0.50058999
179011,4,3,2.05873999
179012,5,4,5.05604004
179013,7,6,3.93468005
179015,3,2,1.69909
179017,3,2,1.74563999
179018,2,1,1.0814
179019,6,5,5.06453002
179020,3,2,6.16823999
179021,2,1,1.4357
179022,3,2,1.7067
179023,1,0,NA
179024,4,3,4.6745
179025,3,2,1.34117998
179026,4,2,0.77938999
179028,2,1,2.2779
179030,2,1,1.2413
179031,3,2,2.62218999
179032,1,1,0.83625996
179033,3,2,1.19006997
179034,2,1,0.89264004
179035,2,1,0.24922
179036,4,3,1.23975003
179037,2,1,0.32478999
179039,2,1,1.015
179041,3,2,1.42903
179042,2,1,0.45251001
179044,3,2,1.22831001
179045,3,2,0.7764
179046,3,2,0.68340999
179047,2,1,0.35776001
179048,1,0,NA
179049,6,5,1.335489019
179050,2,1,0.32923999
179052,2,1,0.72051001
179053,2,1,0.20482
179054,2,1,0.78488999
179055,6,5,3.98011997
179056,4,3,2.4521
179058,2,1,0.74135
179059,7,5,4.62728999
179060,2,1,0.18355
179061,7,3,5.83001001
179062,2,0,NA
179063,5,3,3.19389
179064,2,1,1.6043
179065,2,1,0.55752998
179067,4,3,0.60297
179068,3,2,1.61252
179069,2,1,1.3006
179070,2,1,1.0158
179072,2,1,1.5295
179073,1,0,NA
179074,2,1,1.0217
179075,1,0,NA
179079,3,2,2.19240996
179081,1,0,NA
179082,1,0,NA
179085,1,0,NA
179086,3,2,0.932102959
179089,3,2,1.04672002
179091,2,0,NA
179092,2,0,NA
179097,2,1,1.4378
179098,3,2,2.30791001
179100,6,5,4.41628999
179101,2,1,2.9158
179102,2,1,1.0684
179103,2,1,1.9825
179104,2,1,1.9538
179105,2,1,1.1479
179106,3,2,2.32726001
179108,3,2,3.1045
180031,3,3,0.62495
180032,2,2,0.38024
180033,2,1,0.42578999
180034,2,1,0.60178
180035,2,0,NA
180036,3,3,1.90647005
180037,2,2,8.36776001
180038,3,3,2.3619
180039,2,2,0.74507998
180040,2,2,1.7558
180041,7,7,1.768729989
180042,4,4,1.45504
180043,1,1,0.054721997
180044,2,2,0.3794
180045,1,1,0.28445
180046,1,0,NA
180047,3,2,1.38023999
180049,2,2,0.3435
180050,2,2,0.252428999
180091,3,2,1.14043003
180092,1,1,3.5366
180093,2,2,0.44830001
180094,2,2,0.59801001
180095,1,1,1.1772
180096,1,1,0.23211001
180097,1,1,0.43562002
180098,1,1,0.3415
180099,1,1,0.74878999
180100,2,2,1.07002998
189003,3,1,0.14069
189005,1,0,NA
189006,2,1,0.11714
189007,3,3,4.57658
189008,2,1,0.42202002
189009,1,1,0.087297998
189010,1,0,NA
189011,2,1,0.061514001
189012,1,1,0.11132
189014,1,1,0.48517998
189015,1,1,1.6074
189016,2,1,0.271
189017,1,1,0.29365
189018,3,1,0.39856001
189019,1,1,0.21146001
189020,1,1,0.093062
189021,2,2,0.93018999
189023,2,2,0.93235998
189024,2,2,0.49364
189029,1,1,0.13163
189037,5,4,0.69231
189038,4,4,1.06223999
189039,2,2,0.250096
189040,3,3,1.16930999
189041,2,2,0.622835992
189042,1,1,0.36937
189043,1,1,0.32363999
189045,3,3,0.63239001
189047,2,2,1.25574
189048,3,3,0.60881
